분류,플러그인명,한 줄 설명,사용 상황,주요 기능,대표 스킬,계정 연결,비용/플랜,주의사항
Creativity,Creative Production,"Creative Production을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Creative Production 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: ads-explorer, explore, generative-polish, logo-explorer, moodboard-explorer.","ads-explorer, explore, generative-polish, logo-explorer, moodboard-explorer",불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 서비스 정책 및 권한 확인 필요
Creativity,Fal,"Fal을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 Fal 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Creativity,Figma,"Figma을(를) 활용해 디자인 구현, Figma 연동, UI/UX 산출물 작업을(를) Codex에서 처리하는 플러그인입니다.","디자인 구현, Figma 연동, UI/UX 산출물 작업이(가) 필요한 작업에서 Figma 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: figma-code-connect, figma-create-new-file, figma-generate-design, figma-generate-diagram, figma-generate-library.","figma-code-connect, figma-create-new-file, figma-generate-design, figma-generate-diagram, figma-generate-library",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 중복 캐시 항목: openai-curated\figma\43313cc9
Creativity,Figma,"Figma을(를) 활용해 디자인 구현, Figma 연동, UI/UX 산출물 작업을(를) Codex에서 처리하는 플러그인입니다.","디자인 구현, Figma 연동, UI/UX 산출물 작업이(가) 필요한 작업에서 Figma 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: figma-code-connect, figma-create-new-file, figma-generate-design, figma-generate-diagram, figma-generate-library.","figma-code-connect, figma-create-new-file, figma-generate-design, figma-generate-diagram, figma-generate-library",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 중복 캐시 항목: openai-curated-remote\figma\2.0.9
Creativity,HeyGen,"HeyGen을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 HeyGen 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: heygen-avatar, heygen-video.","heygen-avatar, heygen-video",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Creativity,HyperFrames by HeyGen,"HyperFrames by HeyGen을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 HyperFrames by HeyGen 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: gsap, hyperframes, hyperframes-cli, hyperframes-registry, website-to-hyperframes.","gsap, hyperframes, hyperframes-cli, hyperframes-registry, website-to-hyperframes",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Creativity,Picsart,"Picsart을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 Picsart 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Creativity,Product Design,"Product Design을(를) 활용해 디자인 구현, Figma 연동, UI/UX 산출물 작업, 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","디자인 구현, Figma 연동, UI/UX 산출물 작업, 이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 Product Design 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: audit, design-qa, get-context, ideate, image-to-code.","audit, design-qa, get-context, ideate, image-to-code",불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 배포/클라우드 사용량 과금 가능
Creativity,Remotion,"Remotion을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Remotion 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 시각화/보고서화 중심. 대표 스킬: remotion-best-practices.",remotion-best-practices,확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Creativity,Shutterstock,"Shutterstock을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Shutterstock 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Alation,"Alation을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Alation 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Amplitude,"Amplitude을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Amplitude 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Coupler.io,"Coupler.io을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Coupler.io 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Data Analytics,"Data Analytics을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Data Analytics 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작, 시각화/보고서화 중심. 대표 스킬: analyze-data-quality, build-dashboard, build-report, design-kpis, gather-business-context.","analyze-data-quality, build-dashboard, build-report, design-kpis, gather-business-context",불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 서비스 정책 및 권한 확인 필요
Data & Analytics,Deepnote,Deepnote을(를) 활용해 데이터 분석을(를) Codex에서 처리하는 플러그인입니다.,데이터 분석이(가) 필요한 작업에서 Deepnote 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: deepnote, deepnote-data-execution, deepnote-links, deepnote-notebook-editing, deepnote-notebooks.","deepnote, deepnote-data-execution, deepnote-links, deepnote-notebook-editing, deepnote-notebooks",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Data & Analytics,Metabase,"Metabase을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Metabase 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: setup-metabase-instance.",setup-metabase-instance,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Data & Analytics,Mixpanel,"Mixpanel을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Mixpanel 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Mixpanel Headless,"Mixpanel Headless을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Mixpanel Headless 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: dashboard-expert, mixpanel-auth, mixpanel-headless-setup, mixpanelyst.","dashboard-expert, mixpanel-auth, mixpanel-headless-setup, mixpanelyst",필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Data & Analytics,MotherDuck,"MotherDuck을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 MotherDuck 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Omni Analytics,"Omni Analytics을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Omni Analytics 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,PostHog,"PostHog을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 PostHog 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: posthog.",posthog,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Data & Analytics,Similarweb,"Similarweb을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Similarweb 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,ThoughtSpot,"ThoughtSpot을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 ThoughtSpot 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 시각화/보고서화 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Data & Analytics,Windsor.ai,"Windsor.ai을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Windsor.ai 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Base44,"Base44을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Base44 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: base44-cli, base44-sdk, base44-troubleshooter.","base44-cli, base44-sdk, base44-troubleshooter",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Build iOS Apps,"Build iOS Apps을(를) 활용해 브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Build iOS Apps 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: ios-app-intents, ios-debugger-agent, ios-ettrace-performance, ios-memgraph-leaks, ios-simulator-browser.","ios-app-intents, ios-debugger-agent, ios-ettrace-performance, ios-memgraph-leaks, ios-simulator-browser",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Build macOS Apps,Build macOS Apps을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Build macOS Apps 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: appkit-interop, build-run-debug, liquid-glass, packaging-notarization, signing-entitlements.","appkit-interop, build-run-debug, liquid-glass, packaging-notarization, signing-entitlements",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Build Web Apps,"Build Web Apps을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 브라우저, 데스크톱 앱, 로컬 환경 조작을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 브라우저, 데스크톱 앱, 로컬 환경 조작이(가) 필요한 작업에서 Build Web Apps 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: frontend-app-builder, frontend-testing-debugging, react-best-practices, shadcn, stripe-best-practices.","frontend-app-builder, frontend-testing-debugging, react-best-practices, shadcn, stripe-best-practices",필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
