분류,플러그인명,한 줄 설명,사용 상황,주요 기능,대표 스킬,계정 연결,비용/플랜,주의사항
Developer Tools,Build Web Data Visualization,Build Web Data Visualization을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Build Web Data Visualization 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작, 시각화/보고서화 중심. 대표 스킬: accessibility-and-inclusive-visualization, canvas2d-data-visualization, d3-data-visualization, dashboards-and-real-time-visualization, data-visualization.","accessibility-and-inclusive-visualization, canvas2d-data-visualization, d3-data-visualization, dashboards-and-real-time-visualization, data-visualization",필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,CircleCI,"CircleCI을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 CircleCI 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: chunk, circleci-builds, circleci-cli, circleci-config.","chunk, circleci-builds, circleci-cli, circleci-config",확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Cloudflare,"Cloudflare을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Cloudflare 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: agents-sdk, building-ai-agent-on-cloudflare, building-mcp-server-on-cloudflare, cloudflare, durable-objects.","agents-sdk, building-ai-agent-on-cloudflare, building-mcp-server-on-cloudflare, cloudflare, durable-objects",필요 가능성 있음,외부 유료 플랜/API 과금 가능,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Cloudinary,Cloudinary을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Cloudinary 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 배포/클라우드 사용량 과금 가능
Developer Tools,CodeRabbit,"CodeRabbit을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 CodeRabbit 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: code-review.",code-review,확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Convex,"Convex을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Convex 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Datadog (Preview),"Datadog (Preview)을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Datadog (Preview) 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 상호작용/화면 조작 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Expo,"Expo을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Expo 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: building-native-ui, codex-expo-run-actions, expo-api-routes, expo-cicd-workflows, expo-deployment.","building-native-ui, codex-expo-run-actions, expo-api-routes, expo-cicd-workflows, expo-deployment",필요 가능성 있음,외부 유료 플랜/API 과금 가능,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Game Studio,"Game Studio을(를) 활용해 브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Game Studio 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: game-playtest, game-studio, game-ui-frontend, phaser-2d-game, react-three-fiber-game.","game-playtest, game-studio, game-ui-frontend, phaser-2d-game, react-three-fiber-game",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,GitHub,"GitHub을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 GitHub 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: gh-address-comments, gh-fix-ci, github, yeet.","gh-address-comments, gh-fix-ci, github, yeet",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Hostinger,Hostinger을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Hostinger 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Hugging Face,Hugging Face을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Hugging Face 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: hf-cli, huggingface-community-evals, huggingface-datasets, huggingface-gradio, huggingface-jobs.","hf-cli, huggingface-community-evals, huggingface-datasets, huggingface-gradio, huggingface-jobs",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Lovable,Lovable을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Lovable 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,MagicPath,MagicPath을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 MagicPath 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: magicpath.",magicpath,필요 가능성 있음,확인 필요,필요 가능성 있음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,MarcoPolo,MarcoPolo을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 MarcoPolo 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Neon Postgres,"Neon Postgres을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Neon Postgres 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: neon-postgres, neon-postgres-egress-optimizer.","neon-postgres, neon-postgres-egress-optimizer",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Netlify,"Netlify을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Netlify 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: netlify-ai-gateway, netlify-blobs, netlify-caching, netlify-cli-and-deploy, netlify-config.","netlify-ai-gateway, netlify-blobs, netlify-caching, netlify-cli-and-deploy, netlify-config",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,NVIDIA,"NVIDIA을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 NVIDIA 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: aiq-deploy, aiq-research, cuopt-user-rules, dynamo-interconnect-check, dynamo-router-starter.","aiq-deploy, aiq-research, cuopt-user-rules, dynamo-interconnect-check, dynamo-router-starter",확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,OpenAI Developers,"OpenAI Developers을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 OpenAI Developers 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: agents-sdk, build-chatgpt-app, chatgpt-app-submission, openai-api-troubleshooting, openai-platform-api-key.","agents-sdk, build-chatgpt-app, chatgpt-app-submission, openai-api-troubleshooting, openai-platform-api-key",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 배포/클라우드 사용량 과금 가능
Developer Tools,Plugin Eval,Plugin Eval을(를) 활용해 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.,앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Plugin Eval 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: evaluate-plugin, evaluate-skill, improve-skill, metric-pack-designer, plugin-eval.","evaluate-plugin, evaluate-skill, improve-skill, metric-pack-designer, plugin-eval",확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 서비스 정책 및 권한 확인 필요
Developer Tools,Quicknode,Quicknode을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Quicknode 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Render,"Render을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Render 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: render-debug, render-deploy, render-migrate-from-heroku, render-monitor, render-workflows.","render-debug, render-deploy, render-migrate-from-heroku, render-monitor, render-workflows",확인 필요,외부 유료 플랜/API 과금 가능,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 배포/클라우드 사용량 과금 가능
Developer Tools,Replit,"Replit을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Replit 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음 / 배포/클라우드 사용량 과금 가능
Developer Tools,SendGrid,"SendGrid을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 SendGrid 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Sentry,"Sentry을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Sentry 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: sentry.",sentry,확인 필요,확인 필요,확인 필요; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 서비스 정책 및 권한 확인 필요
Developer Tools,Shopify,"Shopify을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Shopify 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포 중심. 대표 스킬: shopify-admin, shopify-app-store-review, shopify-custom-data, shopify-customer, shopify-dev.","shopify-admin, shopify-app-store-review, shopify-custom-data, shopify-customer, shopify-dev",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Statsig,Statsig을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Statsig 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Developer Tools,Supabase,"Supabase을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Supabase 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: supabase, supabase-postgres-best-practices.","supabase, supabase-postgres-best-practices",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Developer Tools,Superpowers,Superpowers을(를) 활용해 개발 도구을(를) Codex에서 처리하는 플러그인입니다.,개발 도구이(가) 필요한 작업에서 Superpowers 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 작성/수정/생성, 빌드/실행/배포, 상호작용/화면 조작 중심. 대표 스킬: brainstorming, dispatching-parallel-agents, executing-plans, finishing-a-development-branch, receiving-code-review.","brainstorming, dispatching-parallel-agents, executing-plans, finishing-a-development-branch, receiving-code-review",불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. 서비스 정책 및 권한 확인 필요
